Rank,Points,Name,Country,Hand,Age,Category,Scrape_Date,id
292,1.000,ALBREIKI Noora,UNITED ARAB EMIRATES,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1052
293,1.000,MIKA Emma,FRANCE,L,20,Foil_Women_Senior,2024-06-27 03:18:24,1053
294,1.000,TAKAMIZAWA Yukari,JAPAN,L,17,Foil_Women_Senior,2024-06-27 03:18:24,1054
295,1.000,SIM Soeun,KOREA,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1055
296,1.000,ZORINA Irina,_AIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1056
297,1.000,KUBOTA Miono,JAPAN,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1057
298,1.000,LIN Zhi Tong (Bonnie),CANADA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1058
299,1.000,FAN Bo Yee,"HONG KONG, CHINA",R,14,Foil_Women_Senior,2024-06-27 03:18:24,1059
300,1.000,XU Ziyi,CHINA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1060
301,0.875,BIKBULATOVA Adelina,_AIN,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1061
302,0.750,WONG Angellena Yan Qi,SINGAPORE,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1062
303,0.750,TANG Daniella Weng Yan,SINGAPORE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1063
304,0.750,CHARLIER Amandine,BELGIUM,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1064
305,0.750,WOJTAS Hanna,POLAND,L,17,Foil_Women_Senior,2024-06-27 03:18:24,1065
306,0.750,ZHU Linlin,CHINA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1066
307,0.750,BAK Juyeon,KOREA,R,25,Foil_Women_Senior,2024-06-27 03:18:24,1067
308,0.750,CHEN Jia,USA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1068
309,0.750,CHUSID Mikayla,USA,L,17,Foil_Women_Senior,2024-06-27 03:18:24,1069
310,0.750,SUN Xiayuan,CHINA,L,26,Foil_Women_Senior,2024-06-27 03:18:24,1070
311,0.750,NOWAKOWSKA Aleksandra,POLAND,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1071
312,0.750,KIM Rachael,USA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1072
313,0.750,KAGAN TYAGUNOV May,ISRAEL,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1073
314,0.750,BALLOU Eleni,GREECE,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1074
315,0.750,CHALDAIOU Maria-Eleni,GREECE,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1075
316,0.750,EYER Hailey,USA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1076
317,0.625,WASILCZUK Dominika,POLAND,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1077
318,0.500,TUSSUPBEKOVA Kulzhan,KAZAKHSTAN,L,25,Foil_Women_Senior,2024-06-27 03:18:24,1078
319,0.500,KASIMOVA Rada,UZBEKISTAN,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1079
320,0.500,BECKER Daphne,BRAZIL,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1080
321,0.500,USMONOVA Marjona,UZBEKISTAN,L,18,Foil_Women_Senior,2024-06-27 03:18:24,1081
322,0.500,GARDNER Georgia,GREAT BRITAIN,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1082
323,0.500,MADAMINJONOVA Durdona,UZBEKISTAN,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1083
324,0.500,LI Si-Xian Jocelyn,CHINESE TAIPEI,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1084
325,0.500,DAVRONOVA Maftunabonu,UZBEKISTAN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1085
326,0.500,KNIGHT Skylar,USA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1086
327,0.500,LORENZI Margherita,ITALY,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1087
328,0.500,MITI BIKFALVI Ingrid,ROMANIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1088
329,0.500,LEE Stephanie Tingyi,SINGAPORE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1089
330,0.500,ALBLOOSHI Alhayam,UNITED ARAB EMIRATES,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1090
331,0.500,HUANG Melanie Xinyi,SINGAPORE,R,40,Foil_Women_Senior,2024-06-27 03:18:24,1091
332,0.500,HUANG Ching-Yung Sammi,CHINESE TAIPEI,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1092
333,0.500,TEODORESCU Maria,ROMANIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1093
334,0.500,JENG Zi-Yin,CHINESE TAIPEI,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1094
335,0.500,HOEFLER Marie,GERMANY,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1095
336,0.500,DURUKAN Almila Birce,TÜRKIYE,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1096
337,0.500,TAJAN Morgane,FRANCE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1097
338,0.500,ARIKAN Ada,TÜRKIYE,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1098
339,0.500,CASTILLO-BERNAUS Katie,GREAT BRITAIN,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1099
340,0.500,SONG Yuqiao,CANADA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1100
341,0.500,PARTRIDGE Morgan,USA,R,26,Foil_Women_Senior,2024-06-27 03:18:24,1101
342,0.500,NAGANO Natsuko,JAPAN,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1102
343,0.500,LAM Hiu Ching,"HONG KONG, CHINA",R,16,Foil_Women_Senior,2024-06-27 03:18:24,1103
344,0.500,CHAU Jing,"HONG KONG, CHINA",L,15,Foil_Women_Senior,2024-06-27 03:18:24,1104
345,0.500,HAN Xiaoxuan,CHINA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1105
346,0.500,LI Chi Wing,"HONG KONG, CHINA",R,20,Foil_Women_Senior,2024-06-27 03:18:24,1106
347,0.500,KIRSCH Anne,GERMANY,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1107
348,0.500,SHEN Sophia,USA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1108
349,0.250,GNOYEVA Alyona,KAZAKHSTAN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1109
350,0.250,WU Pei Chi,CHINESE TAIPEI,R,29,Foil_Women_Senior,2024-06-27 03:18:24,1110
351,0.250,ZUNIC Milena,SERBIA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1111
352,0.250,LONGTHONG Naramol,THAILAND,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1112
353,0.250,PAPAIANO Laura,BRAZIL,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1113
354,0.250,ISKANDEROVA Alina,KAZAKHSTAN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1114
355,0.250,SHRUBYANETS Xeniya,KAZAKHSTAN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1115
356,0.250,BORYSOVA Ahlaia,UKRAINE,L,15,Foil_Women_Senior,2024-06-27 03:18:24,1116
357,0.250,MURRAY Maria Luiza,BRAZIL,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1117
358,0.250,MOHAMMAD FADLY Nabihah Raiedah,SINGAPORE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1118
359,0.250,YEROFIEIENKO Anastasiia,UKRAINE,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1119
360,0.250,BALDI Valentina,BRAZIL,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1120
361,0.250,SPAZZI Giorgia,ITALY,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1121
362,0.250,TAPAJOS Manuela,BRAZIL,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1122
363,0.250,CHAN Hin Nam Michelle,"HONG KONG, CHINA",R,19,Foil_Women_Senior,2024-06-27 03:18:24,1123
364,0.250,BARBU Ioana,ROMANIA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1124
365,0.250,PENTEADO Maria Fernanda,BRAZIL,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1125
366,0.250,BARDES Sophie,ITALY,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1126
367,0.250,DI RUSSO Guia,ITALY,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1127
368,0.250,GRAHL Julia,BRAZIL,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1128
369,0.250,SMITHISUKUL Chayada,THAILAND,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1129
370,0.250,QUEIROZ Isis,BRAZIL,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1130
371,0.250,GUNES Firuze Aysen,TÜRKIYE,R,26,Foil_Women_Senior,2024-06-27 03:18:24,1131
372,0.250,CHENTSOVA Kateryna,UKRAINE,R,33,Foil_Women_Senior,2024-06-27 03:18:24,1132
373,0.250,MEMOLI Claudia,ITALY,L,22,Foil_Women_Senior,2024-06-27 03:18:24,1133
374,0.250,SEET Tiffany,SINGAPORE,L,20,Foil_Women_Senior,2024-06-27 03:18:24,1134
375,0.250,DELHOUME Lorene,FRANCE,R,30,Foil_Women_Senior,2024-06-27 03:18:24,1135
376,0.250,GABOLA Letizia,ITALY,L,17,Foil_Women_Senior,2024-06-27 03:18:24,1136
377,0.250,MALE Enya,ROMANIA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1137
378,0.250,DOUNGPATTRA Sasinpat,THAILAND,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1138
379,0.250,SWEENEY Georgette,AUSTRALIA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1139
380,0.250,STOJANOVIC Sonja,SERBIA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1140
381,0.250,EMANUEL Ava,NETHERLANDS,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1141
382,0.250,PARRA Emily,FRANCE,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1142
383,0.250,MURALIDHARAN Mayuri,AUSTRALIA,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1143
384,0.250,ENRIGHT Irene,FINLAND,R,47,Foil_Women_Senior,2024-06-27 03:18:24,1144
385,0.250,RUBASOVA Ema,CZECHIA,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1145
386,0.250,POLONYI Petra,HUNGARY,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1146
387,0.250,PELLETIER Heloise,FRANCE,L,20,Foil_Women_Senior,2024-06-27 03:18:24,1147
388,0.250,BADAR Szonja,HUNGARY,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1148
389,0.250,CHAULLET Mathilde,FRANCE,R,25,Foil_Women_Senior,2024-06-27 03:18:24,1149
390,0.250,NIESS Isabelle,FRANCE,R,35,Foil_Women_Senior,2024-06-27 03:18:24,1150
391,0.250,UELTGESFORTH Pia,GERMANY,R,25,Foil_Women_Senior,2024-06-27 03:18:24,1151
392,0.250,CAO Arianna,USA,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1152
393,0.250,SMITH Katie,GREAT BRITAIN,R,28,Foil_Women_Senior,2024-06-27 03:18:24,1153
394,0.250,VASILE Karina,ROMANIA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1154
395,0.250,EHAB Jana,EGYPT,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1155
396,0.250,MIKULAK Sara,SWEDEN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1156
397,0.000,KARMAOUI Manal,MOROCCO,R,38,Foil_Women_Senior,2024-06-27 03:18:24,1157
398,0.000,SORO Bintou Samira,COTE D'IVOIRE,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1158
399,0.000,SIMIC Ivana,SOUTH AFRICA,R,35,Foil_Women_Senior,2024-06-27 03:18:24,1159
400,0.000,SHUSTOVA Nadezhda,KAZAKHSTAN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1160
401,0.000,MBATHA Nomvula,SOUTH AFRICA,R,26,Foil_Women_Senior,2024-06-27 03:18:24,1161
402,0.000,NAIMSHEROVA Oydinoy,UZBEKISTAN,L,16,Foil_Women_Senior,2024-06-27 03:18:24,1162
403,0.000,UTEULENOVA Ayauly,KAZAKHSTAN,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1163
404,0.000,KHARRAM Shahad,UNITED ARAB EMIRATES,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1164
405,0.000,COJOCARI Maria,MOLDOVA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1165
406,0.000,SOPIT Svitlana,UKRAINE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1166
407,0.000,CAPINA Miyake,PHILIPPINES,L,14,Foil_Women_Senior,2024-06-27 03:18:24,1167
408,0.000,FLORES Mariel Elaine Francesca,PHILIPPINES,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1168
409,0.000,VACCARINI Camilla,ITALY,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1169
410,0.000,DELA SERNA Kaijinsei,PHILIPPINES,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1170
411,0.000,HANZL Lilla Zsofia,HUNGARY,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1171
412,0.000,SAUCEDO Kenia,GUATEMALA,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1172
413,0.000,TAN Alyssa Si En,SINGAPORE,L,14,Foil_Women_Senior,2024-06-27 03:18:24,1173
414,0.000,GUILLAUME Meredith,FRANCE,R,27,Foil_Women_Senior,2024-06-27 03:18:24,1174
415,0.000,CANDEAGO Eleonora,ITALY,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1175
416,0.000,YEO Jazlyn Siok Chin,SINGAPORE,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1176
417,0.000,MATOS Deyanara,DOMINICAN REPUBLIC,R,25,Foil_Women_Senior,2024-06-27 03:18:24,1177
418,0.000,KIDEMLI Ada Nur,TÜRKIYE,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1178
419,0.000,LOW Cher-Mayne,SINGAPORE,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1179
420,0.000,TVARDOVSKA Anna,UKRAINE,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1180
421,0.000,SORIANO Mariana,PERU,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1181
422,0.000,ARSLAN Zeynep Tuana,TÜRKIYE,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1182
423,0.000,SITA NAIDU Maaravis,SINGAPORE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1183
424,0.000,FUENTES HENRIQUEZ Ariana Belen,EL SALVADOR,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1184
425,0.000,RUIZ Nabia,PERU,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1185
426,0.000,KOH Rachel Rui Jie,SINGAPORE,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1186
427,0.000,EISTERT Julia,AUSTRIA,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1187
428,0.000,ZYRIANOVA Iryna,UKRAINE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1188
429,0.000,BACCAY Martina Jene,PHILIPPINES,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1189
430,0.000,OLIVERA Valentina,URUGUAY,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1190
431,0.000,MORGUN Nadiia,UKRAINE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1191
432,0.000,NARANJO CARBO Kristin Nahomy,ECUADOR,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1192
433,0.000,KIS Lili,SWEDEN,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1193
434,0.000,ALKHAMISI Shouq,SAUDI ARABIA,R,28,Foil_Women_Senior,2024-06-27 03:18:24,1194
435,0.000,VINAYAKAM PARANJOTHI Kanagalakshmi,INDIA,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1195
436,0.000,VAN ERVEN GARCIA Saskia Loretta,COLOMBIA,R,36,Foil_Women_Senior,2024-06-27 03:18:24,1196
437,0.000,GOROBET Ecaterina,MOLDOVA,R,23,Foil_Women_Senior,2024-06-27 03:18:24,1197
438,0.000,ACHARYA Goma,NEPAL,R,27,Foil_Women_Senior,2024-06-27 03:18:24,1198
439,0.000,GONZALEZ ORJUELA Ana Catalina,COLOMBIA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1199
440,0.000,KOLLAR Anna,HUNGARY,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1200
441,0.000,ERDOGAN Filiz Ece,TÜRKIYE,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1201
442,0.000,CIRIL RAJDEV Maria Akshita,INDIA,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1202
443,0.000,BELARMINO Hanna Dominique,PHILIPPINES,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1203
444,0.000,MENA ORTIZ Irene Abigail,EL SALVADOR,L,18,Foil_Women_Senior,2024-06-27 03:18:24,1204
445,0.000,LITA Karina,ROMANIA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1205
446,0.000,GOKKAN Ruya,TÜRKIYE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1206
447,0.000,FIGUEREDO SIERRA Maria Jose,COLOMBIA,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1207
448,0.000,VILLENAS Venice Ryanne,PHILIPPINES,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1208
449,0.000,RAGGIO Sofia,ITALY,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1209
450,0.000,TSURKIS Anastasiia,ISRAEL,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1210
451,0.000,VARGAS Alisson,GUATEMALA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1211
452,0.000,TAL Karina,ROMANIA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1212
453,0.000,NASER RAJ VIJI Jenisha,INDIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1213
454,0.000,DIJOUX Mathilde,FRANCE,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1214
455,0.000,KOH Shao Yuan Gianna,SINGAPORE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1215
456,0.000,JIMENEZ Genesis,GUATEMALA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1216
457,0.000,ATMACA Alara,TÜRKIYE,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1217
458,0.000,PAVLOVIC Silvija,SERBIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1218
459,0.000,TANG Nga Hei,"MACAO, CHINA",R,23,Foil_Women_Senior,2024-06-27 03:18:24,1219
460,0.000,KOVACS Reka,HUNGARY,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1220
461,0.000,SOTO Karla Michelle,DOMINICAN REPUBLIC,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1221
462,0.000,ZHAO Sinuo,CHINA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1222
463,0.000,NGUYEN Thi Thu Phuong,VIETNAM,R,25,Foil_Women_Senior,2024-06-27 03:18:24,1223
464,0.000,PASTARMADZHIEVA Viktoria,BULGARIA,L,16,Foil_Women_Senior,2024-06-27 03:18:24,1224
465,0.000,SHYNHYRII Yuliia,UKRAINE,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1225
466,0.000,MCLAUGHLIN Mhairi,GREAT BRITAIN,R,24,Foil_Women_Senior,2024-06-27 03:18:24,1226
467,0.000,RUSTLER Aline,GERMANY,L,21,Foil_Women_Senior,2024-06-27 03:18:24,1227
468,0.000,EROLCAY Damla,TÜRKIYE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1228
469,0.000,CISMAS Darra,ROMANIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1229
470,0.000,TRAN Hong Anh,VIETNAM,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1230
471,0.000,BUCKLEY Ellen,GREAT BRITAIN,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1231
472,0.000,BAZHLEKOVA Silvia,BULGARIA,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1232
473,0.000,JOSAN Uliana-Dumitrita,MOLDOVA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1233
474,0.000,SANCHEZ Chloe Marine,FRANCE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1234
475,0.000,KARGAR SHARIFABAD Zahra,IRAN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1235
476,0.000,VOGEL Greta,GERMANY,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1236
477,0.000,HURIEL Ece Gizem,TÜRKIYE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1237
478,0.000,DAMMROFF Lotte,NETHERLANDS,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1238
479,0.000,TASDELEN Melike,TÜRKIYE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1239
480,0.000,KOTSEVA Yordanka,BULGARIA,R,47,Foil_Women_Senior,2024-06-27 03:18:24,1240
481,0.000,BRYZGALOVA Svitlana,UKRAINE,L,15,Foil_Women_Senior,2024-06-27 03:18:24,1241
482,0.000,MAROSI Greta,HUNGARY,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1242
483,0.000,SLUMAN Talitha,NETHERLANDS,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1243
484,0.000,MANOVA Bilyana,BULGARIA,R,31,Foil_Women_Senior,2024-06-27 03:18:24,1244
485,0.000,GENCOGLU Serra Gulin,TÜRKIYE,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1245
486,0.000,VOVCENCO Alexandra,MOLDOVA,L,17,Foil_Women_Senior,2024-06-27 03:18:24,1246
487,0.000,CIAMPALINI Benedetta,ITALY,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1247
488,0.000,KHOSHKHAHI Hanieh,IRAN,L,19,Foil_Women_Senior,2024-06-27 03:18:24,1248
489,0.000,ADOCH Alexandra,ROMANIA,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1249
490,0.000,KALOCSAI Luca,HUNGARY,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1250
491,0.000,CHEN Yu-Shu,CHINESE TAIPEI,R,31,Foil_Women_Senior,2024-06-27 03:18:24,1251
492,0.000,NEAGU CULEA Mara,ROMANIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1252
493,0.000,SENKUL Dilay,TÜRKIYE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1253
494,0.000,MYKHALYOVA Maryna,UKRAINE,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1254
495,0.000,GULISIK Elvin,TÜRKIYE,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1255
496,0.000,HUSU Miruna,ROMANIA,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1256
497,0.000,ARIKAN Azra,TÜRKIYE,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1257
498,0.000,GALE Madeleine,GREAT BRITAIN,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1258
499,0.000,ONEN Irmak,TÜRKIYE,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1259
500,0.000,CHYZHYKOVA Yelyzaveta,UKRAINE,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1260
501,0.000,COSCODAN Maria,MOLDOVA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1261
502,0.000,AKYALCIN Yagmur,TÜRKIYE,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1262
503,0.000,CARPISIR Irmak,TÜRKIYE,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1263
504,0.000,TOLGYESI Zsofia,HUNGARY,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1264
505,0.000,SAMPSON Verity,GREAT BRITAIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1265
506,0.000,RADU Paula,ROMANIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1266
507,0.000,DOBRININA Uliana,MOLDOVA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1267
508,0.000,CANO JIMENEZ Gabriela,COLOMBIA,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1268
509,0.000,AKSOY Ayse,TÜRKIYE,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1269
510,0.000,OROSHAZI Csilla,HUNGARY,L,48,Foil_Women_Senior,2024-06-27 03:18:24,1270
511,0.000,CONCHIE Martha,GREAT BRITAIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1271
512,0.000,CANTENAR Sevval Pelin,TÜRKIYE,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1272
513,0.000,BUTIN BIK Elise,NETHERLANDS,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1273
514,0.000,OZIRAK Ipek,TÜRKIYE,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1274
515,0.000,COSTANTINI Philippine,FRANCE,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1275
516,0.000,MARISESCU Maya,ROMANIA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1276
517,0.000,MARCOS PERAL Mara,SPAIN,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1277
518,0.000,TOPCU Selin Naz,TÜRKIYE,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1278
519,0.000,CAI Haoxuan,CHINA,R,15,Foil_Women_Senior,2024-06-27 03:18:24,1279
520,0.000,PREDA Dalia,ROMANIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1280
521,0.000,PORTILLO Claudia,SPAIN,R,20,Foil_Women_Senior,2024-06-27 03:18:24,1281
522,0.000,WITT Lara,GERMANY,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1282
523,0.000,SUTA Diana,ROMANIA,R,22,Foil_Women_Senior,2024-06-27 03:18:24,1283
524,0.000,TELLEZ Sofia,SPAIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1284
525,0.000,OKTEM Duru,TÜRKIYE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1285
526,0.000,ZAHAROVA Victoria,MOLDOVA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1286
527,0.000,BERGER Julia,GERMANY,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1287
528,0.000,ELZOHEIRY Mariam,EGYPT,L,24,Foil_Women_Senior,2024-06-27 03:18:24,1288
529,0.000,TSANG Sophie,GREAT BRITAIN,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1289
530,0.000,OYMAK Asude,TÜRKIYE,R,19,Foil_Women_Senior,2024-06-27 03:18:24,1290
531,0.000,OLARU Alexandra,ROMANIA,R,17,Foil_Women_Senior,2024-06-27 03:18:24,1291
532,0.000,TURHANLAR Beril,TÜRKIYE,L,17,Foil_Women_Senior,2024-06-27 03:18:24,1292
533,0.000,TIGHINEAN Sonia,ROMANIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1293
534,0.000,POZGAJCIC Lorena,CROATIA,R,18,Foil_Women_Senior,2024-06-27 03:18:24,1294
535,0.000,RICKEN Lisa,GERMANY,R,21,Foil_Women_Senior,2024-06-27 03:18:24,1295
536,0.000,OKCUOGLU Defne,TÜRKIYE,R,16,Foil_Women_Senior,2024-06-27 03:18:24,1296
537,0.000,MACIU Amalia,ROMANIA,R,14,Foil_Women_Senior,2024-06-27 03:18:24,1297
