id,name,country,weapon,gender,points,date,level,hand,height,rank,flag,image
52785,CIESLIK Cecylia,POLAND,E,F,35.000,2005-09-19,J,R,,44,POL,https://static.fie.org/uploads/33/166573-cc.jpg
53798,GOMEZ LOPEZ Silvia,SPAIN,E,F,34.250,2007-04-11,J,R,,45,ESP,https://static.fie.org/uploads/26/130657-SILVIA%20GOMEZ%20LOPEZ.jpg
60992,LUO Ashley,USA,E,F,34.000,2006-02-08,J,R,,46,USA,https://static.fie.org/uploads/32/161256-Luo%2C%20Ashley.jpeg
54150,JAKEL Sophia,USA,E,F,33.000,2006-03-12,J,R,,47,USA,https://static.fie.org/uploads/26/132007-Jakel%2C%20Sophia.jpg
59220,ROUATBI Eya,TUNISIA,E,F,32.500,2008-08-30,J,L,,48,TUN,https://static.fie.org/uploads/30/153265-eya.jpg
53737,TERCJAK Oliwia,POLAND,E,F,30.000,2005-07-11,J,R,,49,POL,https://static.fie.org/uploads/33/166574-OT.jpg
53527,CARON Julia,GREAT BRITAIN,E,F,30.000,2004-03-07,J,L,,50,GBR,https://static.fie.org/uploads/33/168663-julia%20caron.jpg
47488,CORREA SANTA Carmen Andrea,COLOMBIA,E,F,29.500,2004-09-20,J,R,168,51,COL,https://static.fie.org/uploads/20/102550-Carmen%20Andrea%20Correa%20Ant%202019.jpg
60255,ZHOU Wenjun,CHINA,E,F,28.000,2004-07-08,J,R,,52,CHN,https://static.fie.org/uploads/31/158262-%E5%91%A8%E6%96%87%E5%90%9B.jpg
52358,TENGESDAL Vilde,NORWAY,E,F,27.750,2004-01-05,J,R,,53,NOR,https://static.fie.org/uploads/29/145926-tengesdal.jpg
52750,ROMANOVA Oleksandra,UKRAINE,E,F,27.500,2005-09-26,J,R,,54,UKR,https://static.fie.org/uploads/25/125439-romanova.jpeg
52720,HEUBI Pauline,SWITZERLAND,E,F,26.250,2005-04-15,J,R,,55,SUI,https://static.fie.org/uploads/30/151732-Pauline%20Heubi.png
58028,WALLER DEL VALLE Alanis C.,PUERTO RICO,E,F,26.000,2009-02-27,J,R,,56,PUR,https://static.fie.org/uploads/29/147422-Waller_%20Del%20Valle__Alanis_PUR.jpg
48049,OXENREIDER Tierna,USA,E,F,26.000,2004-05-31,J,R,,57,USA,https://static.fie.org/uploads/19/98754-Oxenreider%2C%20Tierna.jpeg
54332,WU Amelia,CHINESE TAIPEI,E,F,26.000,2004-10-12,J,R,,58,TPE,https://static.fie.org/uploads/26/132963-97F86F3A-D21A-43B2-A4BB-3B1C9361A52F.jpeg
50017,ZERRWECK Lina,GERMANY,E,F,25.500,2004-07-13,J,L,,59,GER,https://static.fie.org/uploads/33/165547-ZERRWECK%2CLina.jpg
57428,PAREDES Ana Margarita,MEXICO,E,F,25.250,2005-07-13,J,R,,60,MEX,https://static.fie.org/uploads/29/145138-ana%20paredes.jpeg
61066,PADHYE Tanishka,USA,E,F,25.000,2006-11-29,J,R,,61,USA,https://static.fie.org/uploads/32/161595-Padhye%2C%20Tanishka.jpg
54099,MADRIGNANI Benedetta,ITALY,E,F,25.000,2005-09-06,J,R,,62,ITA,https://static.fie.org/uploads/26/131856-MADRIGNANI%20Benedetta.jpg
54825,FALLON Kyle,USA,E,F,24.000,2006-06-13,J,R,,63,USA,https://static.fie.org/uploads/27/136070-75D77031-002E-41A0-A88A-810609DCEEF5.jpg
48810,ZITTEL Alexandra,GERMANY,E,F,24.000,2004-09-28,J,R,,64,GER,https://static.fie.org/uploads/33/169604-Zittel.jpg
54097,CRISTOFOLETTO Allegra,ITALY,E,F,23.000,2005-09-07,J,L,,65,ITA,https://static.fie.org/uploads/26/131852-CRISTOFOLETTO%20Allegra_foto.jpg
52340,GOGNIAT Vanie,SWITZERLAND,E,F,22.000,2005-06-29,J,L,,66,SUI,https://static.fie.org/uploads/30/151731-Vanie%20Gogniat.png
52886,HAMIDOVA Aziza,UZBEKISTAN,E,F,21.250,2005-01-19,J,R,,67,UZB,https://static.fie.org/uploads/25/125751-.jpg
54541,GHABRIAL Sarah,SOUTH AFRICA,E,F,21.000,2007-03-20,J,R,,68,RSA,https://static.fie.org/uploads/33/167124-Sarah%20Ghabrial.jpg
58887,QI Jarynne Valerie,CANADA,E,F,21.000,2008-02-02,J,R,,69,CAN,https://static.fie.org/uploads/30/151800-Jarynne%20Valerie%20Qi%20Pic.jpg
57443,CHIN Isabella,USA,E,F,21.000,2005-01-25,J,R,,70,USA,https://static.fie.org/uploads/29/145179-Chin%2C%20Isabella.jpeg
54652,ERIBENNE Somto,NIGERIA,E,F,21.000,2007-10-01,J,R,,71,NGR,https://static.fie.org/uploads/31/157005-ERIBENNE%20SOMTO.jpeg
58837,LAALMI Hadjer,ALGERIA,E,F,21.000,2008-11-15,J,R,160,72,ALG,https://static.fie.org/uploads/30/151511-CamScanner%2002-11-2023%2014.05.jpg
54539,MOHLALA Mpho,SOUTH AFRICA,E,F,21.000,2006-06-26,J,L,,73,RSA,https://static.fie.org/uploads/26/134455-Mpho%20Mohlala.jpg
46514,MAGALLON Fernanda,MEXICO,E,F,21.000,2004-06-28,J,R,,74,MEX,https://static.fie.org/uploads/18/94623-femenino.jpg
52709,SONT Emma,ROMANIA,E,F,21.000,2005-02-04,J,R,,75,ROU,https://static.fie.org/uploads/25/125350-Sont%20Emma.jpeg
57590,CEBE Ceren,TÜRKIYE,E,F,21.000,2006-06-09,J,R,,76,TUR,https://static.fie.org/uploads/29/145705-ceren%20cebe%20foto%20son%20jpeg.jpg
51612,MUELLER Fiona,GERMANY,E,F,20.500,2004-10-01,J,R,,77,GER,https://static.fie.org/uploads/33/165548-M%C3%9CLLER%2CFiona.jpg
54811,MALAGON CAMPOS Isabella,COLOMBIA,E,F,20.000,2007-01-04,J,L,169,78,COL,https://static.fie.org/uploads/27/136035-FOTO%20ISABELLA%20MALAGON%20CAMPOS%20%282%29.jpg
54812,CASTRO NIAMPIRA Paula Isabella,COLOMBIA,E,F,20.000,2005-11-11,J,L,173,79,COL,https://static.fie.org/uploads/27/136038-fotografia%20documento%20p.i.c.n..jpg
61535,ILYUSHCHENKO Anastasiia,_AIN,E,F,19.000,2006-12-05,J,R,,80,_AIN,https://static.fie.org/uploads/32/163890-%D0%B8%D0%BB%D1%89%D0%B5%D0%BD%D0%BA%D0%BE.jpeg
53676,LEBOR Hannah,HUNGARY,E,F,19.000,2005-07-23,J,R,,81,HUN,https://static.fie.org/uploads/27/135328-LEBOR_Hannah_GBR_athlete.jpg
57869,YOOSEFI Daria,GERMANY,E,F,18.750,2007-01-23,J,L,,82,GER,https://static.fie.org/uploads/29/146878-Yoosefi%20D..jpg
53575,NILISK Kristiin,ESTONIA,E,F,18.500,2004-05-28,J,R,,83,EST,https://static.fie.org/uploads/25/129869-Nilisk.png
60958,TYLER Sydney,USA,E,F,18.000,2004-09-13,J,L,,84,USA,https://static.fie.org/uploads/32/161127-Tyler%2C%20Yolanda.jpg
54691,STEFANOVA Mihaela,BULGARIA,E,F,18.000,2006-11-21,J,R,170,85,BUL,https://static.fie.org/uploads/30/154916-Mihaela%20Stefanova%20pic.jpg
49129,OSSIPOV Viki,ISRAEL,E,F,17.000,2005-12-20,J,L,167,86,ISR,https://static.fie.org/uploads/28/143273-.jpg
54928,CORREIA Laura,BRAZIL,E,F,17.000,2007-05-01,J,R,,87,BRA,https://static.fie.org/uploads/27/136304-F379444%5B1%5D.jpg
57772,LUSTI Andrina,SWITZERLAND,E,F,17.000,2005-12-06,J,R,,88,SUI,https://static.fie.org/uploads/30/151735-Andrina%20Lusti%20.jpeg
53524,PEAT Sophie,GREAT BRITAIN,E,F,17.000,2004-01-29,J,L,,89,GBR,https://static.fie.org/uploads/33/168078-SOPHIE%20PEAT.jpg
52515,CHEN Hailin,"HONG KONG, CHINA",E,F,16.000,2006-08-10,J,R,,90,HKG,https://static.fie.org/uploads/31/155209-%E5%9B%BE%E7%89%87_20230330143105.jpg
61198,MARSCHALL Reka,HUNGARY,E,F,15.500,2004-11-08,J,R,,91,HUN,https://static.fie.org/uploads/32/162073-Marschall%20R%C3%A9ka%20f%C3%A9nyk%C3%A9p%201361842.jpg
54369,KOH Elle Meihui,SINGAPORE,E,F,15.000,2007-09-06,J,L,,92,SGP,https://static.fie.org/uploads/33/166038-KOH%20Elle.jpg
52689,ZINYAKOVA Natalya,KAZAKHSTAN,E,F,15.000,2005-12-04,J,R,,93,KAZ,https://static.fie.org/uploads/25/125314-KAZ_Athlete_ZINYAKOVA_Natalya.jpeg
55228,ONEIL Nawal,AUSTRALIA,E,F,15.000,2004-11-12,J,R,,94,AUS,https://static.fie.org/uploads/27/136890-Nawal%20Oneil.jpg
51707,LOZANO Candela,SPAIN,E,F,15.000,2006-03-06,J,R,,95,ESP,https://static.fie.org/uploads/23/119121-LOZANO%20PORRAS_CANDELA.jpg
52711,ANIS Dinara,ESTONIA,E,F,15.000,2006-05-21,J,L,174,96,EST,https://static.fie.org/uploads/28/143176-athlete_EST_Dinara_Anis.png
52393,NAKAMURA Makoto,JAPAN,E,F,14.750,2004-09-11,J,R,,97,JPN,https://static.fie.org/uploads/29/149484-JPN_ATHLETE_NAKAMURA_MAKOTO_2023.jpg
51552,POLOZOVA Yulia,_AIN,E,F,14.500,2005-12-02,J,R,,98,_AIN,https://static.fie.org/uploads/23/118427-%20%D1%8E%D0%BB%D0%B8%D1%8F.jpg
53874,KORNIICHUK Yelyzaveta-Olha,UKRAINE,E,F,14.500,2006-06-24,J,R,,99,UKR,https://static.fie.org/uploads/26/130807-korniichuk.jpg
58482,ALVAREZ Ana Paula,PERU,E,F,14.500,2004-05-11,J,R,171,100,PER,https://static.fie.org/uploads/30/150396-Foto_Anapaula_Alvarez.jpg
52404,CHEVAUX Lena,AUSTRIA,E,F,14.500,2005-08-22,J,R,,101,AUT,https://static.fie.org/uploads/32/163112-Chevaux%20Lena.jpg
52330,GIORDANO Ginevra,BRAZIL,E,F,14.500,2005-04-24,J,R,,102,BRA,https://static.fie.org/uploads/24/122546-Ginevra.jpeg
52260,GARCIA Luciana,PARAGUAY,E,F,14.250,2006-03-09,J,R,,103,PAR,https://static.fie.org/uploads/24/122232-Foto%20Luciana%20Garc%C3%ADa.jpg
46363,RODRIGUEZ VALERIO Abigail,COSTA RICA,E,F,14.000,2004-02-19,J,R,,104,CRC,https://static.fie.org/uploads/18/94287-IMG-20180209-WA0014.jpg
54048,KETKAR Mallika,USA,E,F,14.000,2004-08-31,J,R,,105,USA,https://static.fie.org/uploads/26/131465-M%20Ketkar.jpg
53485,SAYAGUES PARIS Isabella,COSTA RICA,E,F,14.000,2007-10-09,J,R,,106,CRC,https://static.fie.org/uploads/25/129564-3ed13437-7642-455d-b7d4-85d02a4bc561.jpg
52218,PALPACUER Garance,FRANCE,E,F,14.000,2004-12-30,J,R,,107,FRA,https://static.fie.org/uploads/33/166168-Palpacuer%20Garance.jpeg
55184,TOMSA Ana,ROMANIA,E,F,14.000,2007-05-29,J,R,,108,ROU,https://static.fie.org/uploads/27/136798-Tomsa%20Ana.jpeg
52256,HANSPACH Janine,PARAGUAY,E,F,13.750,2005-08-11,J,R,,109,PAR,https://static.fie.org/uploads/24/122217-Foto%20Janine.jpg
52516,LAI Hiu Tung,"HONG KONG, CHINA",E,F,13.250,2005-01-21,J,R,,110,HKG,https://static.fie.org/uploads/24/123563-laihiutung.jpg
54602,SOLIMAN Loulwa,EGYPT,E,F,13.000,2007-07-07,J,R,,111,EGY,https://static.fie.org/uploads/26/134776-loulwa%20abdelrahman%20photo%20jpg.jpg
48586,RAMIREZ GUEVARA Dayanna Graciela,EL SALVADOR,E,F,13.000,2004-10-10,J,R,165,112,ESA,https://static.fie.org/uploads/20/100163-Dayana.jpg
52675,ERTEN Nilahsen,TÜRKIYE,E,F,12.500,2007-01-20,J,R,,113,TUR,https://static.fie.org/uploads/25/125265-Nilahsen.jpeg
54872,FONG Sum Sophia,"HONG KONG, CHINA",E,F,12.000,2006-02-10,J,R,,114,HKG,https://static.fie.org/uploads/27/136154-HKG_Athlete_Fong_Sum%20Sophia.jpg
49599,MORALES Maria Fernanda,MEXICO,E,F,12.000,2004-10-21,J,R,,115,MEX,https://static.fie.org/uploads/25/128329-EF%20Morales%20Ma%20Fernanda.jpeg
58282,CASSIM Aaliyah,SOUTH AFRICA,E,F,12.000,2007-04-06,J,R,,116,RSA,https://static.fie.org/uploads/29/149592-Aaliyah%20Cassim.jpg
59182,HARRISON Ashley Mae Michelle,PHILIPPINES,E,F,12.000,2008-02-17,J,R,,117,PHI,https://static.fie.org/uploads/30/153125-PHI_ATHLETE_PHOTO_HARRISON_ASHLEY_MAE_MICHELLE.jpg
61754,KIM Zoe,USA,E,F,12.000,2007-03-09,J,L,,118,USA,https://static.fie.org/uploads/32/164754-Kim%2C%20Zoe%20%282007%29.jpg
49024,HEBAL Celia,ALGERIA,E,F,12.000,2004-03-14,J,R,,119,ALG,https://static.fie.org/uploads/20/101457-celia.jpg
62142,YOUNES Yasmine,TUNISIA,E,F,12.000,2007-02-16,J,L,,120,TUN,https://static.fie.org/uploads/33/166326-YASMINE.jpg
45973,ANADI Pre Charlene,TOGO,E,F,12.000,2004-04-30,J,R,151,121,TOG,https://static.fie.org/uploads/18/93390-PHOTO%20ANADI.jpg
52355,AKOUSSAN Sideweho Laure,TOGO,E,F,12.000,2005-04-19,J,R,167,122,TOG,https://static.fie.org/uploads/24/122657-AKOUSSAN%20Photo.jpg
57081,HERNANDEZ Rebecca,MEXICO,E,F,12.000,2007-04-18,J,R,,123,MEX,https://static.fie.org/uploads/28/143798-rebeca%20hernandez.jpeg
61202,AI Amy,CANADA,E,F,12.000,2008-07-17,J,R,,124,CAN,https://static.fie.org/uploads/32/162084-AI_Amy_CAN.png
53557,VALLADARES PUERTA Sofia,VENEZUELA,E,F,12.000,2005-02-15,J,L,168,125,VEN,https://static.fie.org/uploads/25/129809-Sofia%20VALLADARES.jpg
49025,TALEB Ines El Batoul,ALGERIA,E,F,12.000,2004-07-24,J,R,,126,ALG,https://static.fie.org/uploads/20/101458-Talebs%20Ines.jpg
61322,ZIGALO Elizabeth,USA,E,F,12.000,2007-08-27,J,R,,127,USA,https://static.fie.org/uploads/32/162579-Zigalo%2C%20Elizabeth.jpeg
54650,NWOKOCHA Chizoro,NIGERIA,E,F,12.000,2007-11-04,J,R,,128,NGR,https://static.fie.org/uploads/27/135118-4909D44F-42D7-46B1-9233-D25C0F43530E.png
61856,BAE Hyeonsil,KOREA,E,F,12.000,2004-05-27,J,R,,129,KOR,https://static.fie.org/uploads/33/165131-%EC%82%AC%EC%A7%84%28%EB%B0%B0%ED%98%84%EC%8B%A4%29_1.jpg
58603,EGLEZ Victoria,ARGENTINA,E,F,12.000,2008-11-29,J,R,164,130,ARG,https://static.fie.org/uploads/30/151089-VICTORIA%20EGLEZ.png
58434,GAJJALA Sharika,USA,E,F,12.000,2007-01-10,J,R,,131,USA,https://static.fie.org/uploads/30/150020-IMG_3093.jpg
54554,ERIKSSON Linnea,SWEDEN,E,F,12.000,2008-07-31,J,R,,132,SWE,https://static.fie.org/uploads/26/134544-LE2.jpg
54390,KRAVETS Alexandra,ISRAEL,E,F,11.000,2008-04-08,J,L,,133,ISR,https://static.fie.org/uploads/26/133530-Alexandera%20Kravets.jpeg
58142,PAULIS Giulia,ITALY,E,F,11.000,2006-06-04,J,R,,134,ITA,https://static.fie.org/uploads/29/148375-PAULIS%20Giulia_foto.jpeg
54059,PROOSVALI Anneli,ESTONIA,E,F,11.000,2006-03-27,J,R,,135,EST,https://static.fie.org/uploads/26/131582-20211208_210933.jpg
61875,KIM Taeryeon,KOREA,E,F,11.000,2004-10-25,J,R,,136,KOR,https://static.fie.org/uploads/33/165289-%EC%82%AC%EC%A7%84%28%EA%B9%80%ED%83%9C%EB%A0%A8%29.jpeg
54061,PINYOL TOMAS Daniela,SPAIN,E,F,10.750,2006-08-01,J,R,,137,ESP,https://static.fie.org/uploads/26/131601-DANIELA%20PINYOL%20TOMAS.jpg
61534,LARKINA Taisiya,_AIN,E,F,10.500,2006-09-12,J,R,,138,_AIN,https://static.fie.org/uploads/32/163889-%D0%BB%D0%B0%D1%80%D1%8C%D0%BA%D0%B8%D0%BD%D0%B0.jpeg
47143,TIMASHEVSKAYA Xeniya,KAZAKHSTAN,E,F,10.000,2004-11-14,J,R,,139,KAZ,https://static.fie.org/uploads/19/95506-KAZ_Athlete_TIMASHEVSKAYA_Xeniya.jpg
54972,RADICH Savka,CHILE,E,F,10.000,2008-06-16,J,R,,140,CHI,https://static.fie.org/uploads/27/136391-savka%20radich.jpg
55104,RUIZ Pia,CHILE,E,F,10.000,2007-08-27,J,R,,141,CHI,https://static.fie.org/uploads/27/136692-Foto%20Pia%20Ruiz%20Cortez.jpg
58633,XIE Yuchen,CHINA,E,F,10.000,2005-03-29,J,R,,142,CHN,https://static.fie.org/uploads/30/150976-%E5%A5%B3%E9%87%8D-%E8%B0%A2%E9%9B%A8%E6%99%A8R.jpg
54859,XIAO Ruien,CANADA,E,F,10.000,2007-11-07,J,L,,143,CAN,https://static.fie.org/uploads/31/157070-CANADA_Ruien_Xiao_Athlete.jpeg
53750,HALEMBA Antonina,POLAND,E,F,10.000,2006-10-24,J,R,,144,POL,https://static.fie.org/uploads/33/166578-ah.jpg
58695,MAGNI Bianca,ITALY,E,F,9.500,2004-02-13,J,R,,145,ITA,https://static.fie.org/uploads/30/151033-MAGNI%20Bianca_foto.jpeg
59473,YAGOVA Raya,BULGARIA,E,F,9.500,2006-05-22,J,R,,146,BUL,https://static.fie.org/uploads/30/154037-Raya%20Yagova%20pic.jpg
54909,TAN Esther,SINGAPORE,E,F,9.250,2006-07-26,J,R,,147,SGP,https://static.fie.org/uploads/27/136276-SGP_TAN_Esther_Athlete.jpg
57178,JAKOBI Julia,HUNGARY,E,F,9.000,2006-08-01,J,R,,148,HUN,https://static.fie.org/uploads/28/144128-Jakobi_Julia.jpg
54100,TREGLIA Elisa,ITALY,E,F,9.000,2005-02-13,J,R,,149,ITA,https://static.fie.org/uploads/26/131858-TREGLIA%20Elisa_foto.jpg
60405,NICULAI Isabella Andreea,ROMANIA,E,F,9.000,2005-01-05,J,R,,150,ROU,https://static.fie.org/uploads/31/158886-Niculae.jpeg
54697,GENIEZ Faustine,FRANCE,E,F,9.000,2005-08-24,J,R,,151,FRA,https://static.fie.org/uploads/27/135306-FFE-LOGO-QUADRI%20copie.jpg
61761,NG Yuen Lam,"HONG KONG, CHINA",E,F,8.500,2007-12-09,J,R,,152,HKG,https://static.fie.org/uploads/32/164780-HKG_Athlete_Ng_Yuen%20Lam.jpg
54698,LAHAROTTE Gwendoline,FRANCE,E,F,8.500,2006-05-17,J,R,,153,FRA,https://static.fie.org/uploads/30/152611-Gwendoline%20LAHAROTTE.jpg
52973,KANG Jihyun,KOREA,E,F,8.500,2004-04-09,J,R,,154,KOR,https://static.fie.org/uploads/25/126001-Korea_KANG_Jihyun_Fencer.jpg
61874,HWANG Jeonghyo,KOREA,E,F,8.500,2005-03-01,J,R,,155,KOR,https://static.fie.org/uploads/33/165287-%ED%99%A9%EC%A0%95%ED%9A%A8%20%EC%97%AC%EA%B6%8C%EC%82%AC%EC%A7%84.jpg
51706,LINARES Helena,SPAIN,E,F,8.250,2006-02-03,J,R,,156,ESP,https://static.fie.org/uploads/23/119119-LINARES%20URBINA_HELENA.jpg
51708,TORREGO Martina,SPAIN,E,F,8.250,2006-06-28,J,R,,157,ESP,https://static.fie.org/uploads/23/119128-TORREGO%20ALVAREZ_MARTINA.jpg
55143,NISHIOKA Hitomi,JAPAN,E,F,8.000,2005-10-19,J,R,,158,JPN,https://static.fie.org/uploads/27/136750-JPN_ATHLETE_NISHIOKA_HITOMI.jpg
53371,WALLER DEL VALLE Alexandra Nicole,PUERTO RICO,E,F,8.000,2006-03-07,J,R,,159,PUR,https://static.fie.org/uploads/25/129000-Waller_%20Del%20Valle__Alexandra_Nicole_PUR.jpg
61019,WANG Karen,USA,E,F,8.000,2004-05-19,J,R,,160,USA,https://static.fie.org/uploads/32/161353-Wang%2C%20Karen.jpg
53875,DZIUBAN Kateryna,UKRAINE,E,F,8.000,2006-03-19,J,R,,161,UKR,https://static.fie.org/uploads/26/130814-dziuban.jpg
60903,OCEGUEDA VELASCO Barbara Columba,MEXICO,E,F,8.000,2010-10-08,J,R,,162,MEX,https://static.fie.org/uploads/32/160883-Picture1.jpg
61954,REMBI Rubeen,FRANCE,E,F,8.000,2008-11-15,J,R,,163,FRA,https://static.fie.org/uploads/33/165591-photo%20rembi.png
43542,DIAZ Nivia,PANAMA,E,F,8.000,2004-10-23,J,R,150,164,PAN,https://static.fie.org/uploads/23/118284-FOTO%20NIVIA.jpg
61999,FABRE GIANCOLA Nina,FRANCE,E,F,8.000,2007-01-19,J,R,,165,FRA,https://static.fie.org/uploads/33/165804-FFE-LOGO-QUADRI%20copie.jpg
61282,SOBUS Yanka,CANADA,E,F,8.000,2009-11-30,J,R,,166,CAN,https://static.fie.org/uploads/32/162356-SOBUS_CAN_HPP.png
51346,SHUKUROV Michal,ISRAEL,E,F,8.000,2006-09-10,J,R,162,167,ISR,https://static.fie.org/uploads/23/117315-%20%D7%9E%D7%99%D7%9B%D7%9C%20%D7%AA%D7%9E%D7%95%D7%A0%D7%94.jpg
58035,HUNG Li-Hsiang,CHINESE TAIPEI,E,F,8.000,2006-12-03,J,R,,168,TPE,https://static.fie.org/uploads/29/147458-Hung%20Li%20Hsiang_Photo.jpg
54038,GONZALEZ RODRIGUEZ Isabella,COLOMBIA,E,F,8.000,2006-10-12,J,R,176,169,COL,https://static.fie.org/uploads/26/131428-FOTO%20ISABELLA.jpeg
48501,VAINBERG Sophia,ISRAEL,E,F,8.000,2004-09-05,J,R,174,170,ISR,https://static.fie.org/uploads/28/143193-sophia_3x4%20%281%29.jpg
61561,SEBASTIAN Felicity,USA,E,F,8.000,2006-01-01,J,R,,171,USA,https://static.fie.org/uploads/32/163970-Sebastian%2C%20Felicity.jpg
59461,HORVATH Lotti,HUNGARY,E,F,8.000,2009-01-13,J,R,,172,HUN,https://static.fie.org/uploads/30/154003-039_Horvath_Lotti.jpg
54747,KALMAN Zille,HUNGARY,E,F,7.500,2005-07-02,J,R,,173,HUN,https://static.fie.org/uploads/27/135727-K%C3%A1lm%C3%A1n-Zille.jpg
59387,DRAGAN Alexandra,ROMANIA,E,F,7.500,2006-10-29,J,R,,174,ROU,https://static.fie.org/uploads/30/153802-Dragan%20Alexandra.jpeg
59768,KARIPOVA Lyazzat,KAZAKHSTAN,E,F,7.500,2004-01-18,J,R,,175,KAZ,https://static.fie.org/uploads/31/155994-KAZ_Athlete_KARIPOVA_Lyazzat.jpg
52223,JOUVE Elea,FRANCE,E,F,7.500,2004-06-25,J,R,,176,FRA,https://static.fie.org/uploads/24/122412-FRA_JOUVE_El%C3%A9a_Athl%C3%A8te%20EDC.jpg
52392,SUDA Mai,JAPAN,E,F,7.250,2004-10-04,J,R,,177,JPN,https://static.fie.org/uploads/31/159567-JPN_ATHLETE_SUDA_MAI_2023.jpg
59011,JURKOVA Hana,CZECHIA,E,F,7.250,2009-07-20,J,R,,178,CZE,https://static.fie.org/uploads/30/152467-JURKOVA_Hana_CZE_athlete.jpg
54797,CHAN Helena Katherina Ying See,SINGAPORE,E,F,7.250,2007-03-14,J,R,,179,SGP,https://static.fie.org/uploads/27/135974-CHAN%20Helena.jpeg
52698,JONYNAITE Kamila,LITHUANIA,E,F,7.250,2006-10-16,J,L,,180,LTU,https://static.fie.org/uploads/25/125328-Kamilos%20nuotrauka.jpg
53986,KENESHOVA Akak,KYRGYZSTAN,E,F,7.000,2006-10-02,J,R,,181,KGZ,https://static.fie.org/uploads/32/163952-KGZ_Athlete_KENESHOVA_Akak.jpg
51598,STEFFENS Eva,GERMANY,E,F,7.000,2006-04-14,J,R,,182,GER,https://static.fie.org/uploads/23/118628-Steffens%2C%20Eva-GER.jpg
54914,MISIAK Laura,POLAND,E,F,7.000,2007-09-11,J,R,,183,POL,https://static.fie.org/uploads/33/166570-lm.jpg
58634,SHI Ziyan,CHINA,E,F,7.000,2005-04-09,J,R,,184,CHN,https://static.fie.org/uploads/30/150978-%E5%A5%B3%E9%87%8D-%E7%9F%B3%E7%B1%BD%E5%A6%8D%20R.jpg
54186,SIDENKO Sofiia,UKRAINE,E,F,7.000,2005-09-29,J,R,,185,UKR,https://static.fie.org/uploads/26/132143-sydenko.jpg
60519,ROMERO-KURI Martha Celeste,MEXICO,E,F,6.500,2005-07-22,J,R,,186,MEX,https://static.fie.org/uploads/32/160007-WhatsApp%20Image%202023-09-15%20at%2011.26.21.jpeg
54054,BERNIGAUD Emilie,FRANCE,E,F,6.500,2004-07-10,J,L,,187,FRA,https://static.fie.org/uploads/26/131528-FFE-LOGO-QUADRI%20copie.jpg
57982,VITALI Asia,ITALY,E,F,6.500,2006-07-14,J,R,,188,ITA,https://static.fie.org/uploads/29/147213-VITALI%20Asia_FIE.jpeg
51607,ALVES DE LIMA Carolina,GERMANY,E,F,6.250,2004-09-14,J,R,,189,GER,https://static.fie.org/uploads/23/118657-Alves%20de%20Lima%2C%20Carolina-GER.jpg
61889,DUBEAU Alexa,CANADA,E,F,6.000,2007-05-06,J,R,,190,CAN,https://static.fie.org/uploads/33/165326-Alexa_DUBEAU_CAN.png
58816,DIALLO Marie Denise,SENEGAL,E,F,6.000,2006-01-15,J,R,,191,SEN,https://static.fie.org/uploads/30/151424-DIALLO_Marie%20Denise.jpg
59555,MESSAMESSA Maria,ANGOLA,E,F,6.000,2005-12-12,J,R,155,192,ANG,https://static.fie.org/uploads/30/154226-Maria%20Messamessa.jpeg
62131,TUOZZO TORTOLERO Maria,VENEZUELA,E,F,6.000,2006-02-09,J,L,166,193,VEN,https://static.fie.org/uploads/33/166306-MAR%C3%8DA%20TUOZZO.jpg
61670,BOTTAZZINI Eva,ARGENTINA,E,F,6.000,2007-06-25,J,R,175,194,ARG,https://static.fie.org/uploads/32/164451-EVA%20BOTTAZZINI.jpg
62047,ABDIN Jana,JORDAN,E,F,6.000,2008-12-06,J,R,,195,JOR,https://static.fie.org/uploads/33/165961-%D8%B5%D9%88%D8%B1%D8%A9%20%D8%AC%D9%86%D9%89%20%D8%AD%D9%85%D8%B2%D8%A9%20%D8%B2%D9%8A%D9%86%20%D8%A7%D9%84%D8%AF%D9%8A%D9%86%20%D8%B9%D8%A7%D8%A8%D8%AF%D9%8A%D9%86.jpeg
61879,PURVASHA Purvasha,INDIA,E,F,6.000,2005-08-10,J,R,,196,IND,https://static.fie.org/uploads/33/165305-PURVASHA_photo_1685469024.jpg
60968,FRINDT Alexandra,CHILE,E,F,6.000,2007-12-25,J,R,168,197,CHI,https://static.fie.org/uploads/32/161190-alexandra%20frindt.jpg
52692,FOMINA Karolina,KAZAKHSTAN,E,F,6.000,2005-12-06,J,R,,198,KAZ,https://static.fie.org/uploads/25/125317-KAZ_Athlete_FOMINA_Karolina.jpeg
54281,PEREZ CONTRERAS Amparo Maria,ARGENTINA,E,F,6.000,2005-04-07,J,R,170,199,ARG,https://static.fie.org/uploads/26/132543-AMPARO%20MAR%C3%8DA%20P%C3%89REZ%20CONTRERAS.jpeg
48506,AMARAL Clara,BRAZIL,E,F,6.000,2004-02-25,J,R,,200,BRA,https://static.fie.org/uploads/20/100007-AMARAL%20Clara.jpg
52227,GONZALEZ Daniela,MEXICO,E,F,6.000,2004-04-21,J,R,,201,MEX,https://static.fie.org/uploads/24/122087-images%20mujer.jpg
57742,RATYNA Magda,POLAND,E,F,6.000,2007-03-01,J,R,,202,POL,https://static.fie.org/uploads/33/166569-mr.jpg
